,title,link
3,유엔평화기념관 제10기 글로벌 서포터즈 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4085&pager.offset=456&pagerLimit=8
4,수원시장애인종합복지관 2024 권익지원 서포터즈 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4084&pager.offset=456&pagerLimit=8
5,[LG유플러스] 대학생 크리에이터 유쓰피릿 13기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4083&pager.offset=456&pagerLimit=8
6,군장병을 위한 국민연금 제도 안내 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4082&pager.offset=456&pagerLimit=8
7,2024 한국투명성기구 청년위원회 청년위원 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4081&pager.offset=456&pagerLimit=8
0,2024 수원시청소년청년재단 영통청소년문화의집 청소년 대상 멘토링 청년멘토단 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4080&pager.offset=464&pagerLimit=8
1,2024 성남시청소년재단 분당서현청소년수련관 청년기획단 아우름 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4079&pager.offset=464&pagerLimit=8
2,제4회 청년다큐멘터리감독지원사업 첫 단추 프로젝트 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4078&pager.offset=464&pagerLimit=8
3,2024고양국제꽃박람회 꽃포터즈 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4077&pager.offset=464&pagerLimit=8
4,2024년 나래울청년홍보서포터즈 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4076&pager.offset=464&pagerLimit=8
5,국립중앙도서관 처음 배우는 AI의 세계 초급 교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4075&pager.offset=464&pagerLimit=8
6,2024년 청년도전 지원사업 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4074&pager.offset=464&pagerLimit=8
7,2024년 반도체 전문인력 양성과정 프로그램 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4073&pager.offset=464&pagerLimit=8
0,안산시 청년창업인큐베이팅사업 「사업화지원」 참여기업/팀 모집 공고 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4072&pager.offset=472&pagerLimit=8
1,2024년 상반기 안성시 대학생 학자금 대출이자 지원 공고 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4071&pager.offset=472&pagerLimit=8
2,한국건강증진개발원 제3기 대학생 건강정보 디자인단 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4070&pager.offset=472&pagerLimit=8
3,KeSPA 대학생 리더스 16기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4069&pager.offset=472&pagerLimit=8
4,스마트 안전진단 비파괴 검사원 전문가 양성과정 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4068&pager.offset=472&pagerLimit=8
5,[화성시청년취업끝까지 지원센터] 취업시즌 대비 3월 특강참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4067&pager.offset=472&pagerLimit=8
6,[화성시청년취업끝까지 지원센터] 제1기 취업토탈케어 수강생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4066&pager.offset=472&pagerLimit=8
7,2024 LG생활건강 그린밸류 YOUTH 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4065&pager.offset=472&pagerLimit=8
0,[유데미 X 웅진씽크빅 X 스나이퍼팩토리] 프로젝트 캠프 : 영상편집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4064&pager.offset=480&pagerLimit=8
1,[유데미 X 웅진씽크빅 X 스나이퍼팩토리] 프로젝트 캠프 : IT 서비스 기획 2기 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4063&pager.offset=480&pagerLimit=8
2,2024년 제2회 한중청년미래우호증진단 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4062&pager.offset=480&pagerLimit=8
3,2024-2025 기후환경분야 KOICA-NGO봉사단원 모집 안내 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4061&pager.offset=480&pagerLimit=8
4,경기스타트업캠퍼스 창업공간 입주기업 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4060&pager.offset=480&pagerLimit=8
5,2024 공연예술 분야 청년 교육단원 통합 공모 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4059&pager.offset=480&pagerLimit=8
6,2024 쿠키뉴스 미래경제포럼 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4058&pager.offset=480&pagerLimit=8
7,2024 숙련건설기능인력 교육훈련 취업지원사업 건설분야 무료교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4057&pager.offset=480&pagerLimit=8
0,2024년 경기청년 사다리 프로그램 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4056&pager.offset=488&pagerLimit=8
1,동력수상레저기구 조종연수 아카데미 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4055&pager.offset=488&pagerLimit=8
2,2024년 민간협력 여성벤처 스타트업 육성 「여성특화 창업기획자」 모집 공고 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4054&pager.offset=488&pagerLimit=8
3,[차세대융합기술연구원] 경기도 대학생 융합기술 창업지원 사업 안내 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4053&pager.offset=488&pagerLimit=8
4,구리시청소년문화의집 청소년동아리 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4052&pager.offset=488&pagerLimit=8
5,청년 디지털 봉사단 잇(IT)다 4기 모집 안내 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4051&pager.offset=488&pagerLimit=8
6,미래내일일경험 2024 공공행정 1차 인턴 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4050&pager.offset=488&pagerLimit=8
7,2024 미래내일 일경험 보건의료행정 1차 인턴십 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4049&pager.offset=488&pagerLimit=8
0,제3기 경기북부 자치경찰 청년 서포터즈 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4048&pager.offset=496&pagerLimit=8
1,2024 LOVE FNC 프렌즈 7기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4047&pager.offset=496&pagerLimit=8
2,K-DIA 2기 기획단 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4046&pager.offset=496&pagerLimit=8
3,한국민속촌 대학생 마케팅 서포터즈 제1기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4045&pager.offset=496&pagerLimit=8
4,2024년 제1회 경기도 공공기관 통합채용 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4044&pager.offset=496&pagerLimit=8
5,구리시청소년문화의집 대학생서포터즈 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4043&pager.offset=496&pagerLimit=8
6,제16기 국민연금 대학생 홍보대사팀 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4042&pager.offset=496&pagerLimit=8
7,2024년 하남도시공사 미래세대 홍보기자단 2기 모집 재공고 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4041&pager.offset=496&pagerLimit=8
0,수원시청소년청년재단 청청봉사단 유니버스1기 단원 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4040&pager.offset=504&pagerLimit=8
1,"2025년 청년 예술가 개인전 지원사업 공모 For Youth, Five Spaces ",https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4039&pager.offset=504&pagerLimit=8
2,2024 관광인 서포터즈 7기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4038&pager.offset=504&pagerLimit=8
3,2024년 청년문화기획단 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4037&pager.offset=504&pagerLimit=8
4,2024년 3월 해외취업아카데미(K-Learning) 참가자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4036&pager.offset=504&pagerLimit=8
5,창업교육 3월 '특허법률' 교육 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4035&pager.offset=504&pagerLimit=8
6,창업교육 3월 '외식창업' 교육 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4034&pager.offset=504&pagerLimit=8
7,2024년 3월 청년 마인드 톡톡(마음건강 상담) ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4033&pager.offset=504&pagerLimit=8
0,창업교육 3월 '6차산업 지역특산물 활용 스마트팜' 교육 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4032&pager.offset=512&pagerLimit=8
1,2024년 청년챙김 3월 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4031&pager.offset=512&pagerLimit=8
2,2024년 경기도일자리재단 1인창조기업지원센터 입주기업 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4030&pager.offset=512&pagerLimit=8
3,캠핑장비&공구&영상장비 대여사업 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4029&pager.offset=512&pagerLimit=8
4,「성남시 청년정책협의체」신규위원 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4028&pager.offset=512&pagerLimit=8
5,신혼부부&1인 가구 '부동산 기초' 특강 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4027&pager.offset=512&pagerLimit=8
6,2024 청년창업가 업종별 자조모임 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4026&pager.offset=512&pagerLimit=8
7,대세는 N잡! 블로그 글쓰기 특강 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4025&pager.offset=512&pagerLimit=8
0,레져용품 대여사업 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4024&pager.offset=520&pagerLimit=8
1,2024년 경기도 소상공인 청년사관학교 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4023&pager.offset=520&pagerLimit=8
2,더프라미스 [WFK KOICA-NGO봉사단] 봉사단원 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4022&pager.offset=520&pagerLimit=8
3,파주시 2024년 온라인 스토어 청년창업 마케팅 지원사업 참여기업 모집 공고 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4021&pager.offset=520&pagerLimit=8
4,2024년 안성시 청년면접정장 대여사업 [청년맞춤 취업옷장] ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4020&pager.offset=520&pagerLimit=8
5,고립청년 커뮤니티 [존재클럽 멤버십 시즌2] 멤버 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4019&pager.offset=520&pagerLimit=8
6,2024년 3차 KOICA 봉사단(163기) 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4018&pager.offset=520&pagerLimit=8
7,제3기 성남시 시스템반도체 팹리스(설계) 아카데미 교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4017&pager.offset=520&pagerLimit=8
0, 에쓰-오일과 함께하는 자립준비청년 및 고등학생 취업지원사업 <굿잡드림> 지원 대상자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4016&pager.offset=528&pagerLimit=8
1,「슬기로운 취미생활」 '스테인드글라스 썬캐쳐' 만들기(3/15 금) ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4015&pager.offset=528&pagerLimit=8
2,「2024년 소상공인 컨설팅 및 창업자 지원 사업」 신청자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4014&pager.offset=528&pagerLimit=8
3,경기청년 맞춤형 채용지원 서비스 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4013&pager.offset=528&pagerLimit=8
4,[성남시]취업청년 주거안심 패키지 사업 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4012&pager.offset=528&pagerLimit=8
5,[청년을 위한 인문집단프로그램] <생각사이-다> 청년26기 참여 신청 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4011&pager.offset=528&pagerLimit=8
6,[고양시]2024년 면접사진 촬영지원 사업 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4010&pager.offset=528&pagerLimit=8
7,2024년 경기북부 직업교육 지게차 전문인력 양성과정 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4009&pager.offset=528&pagerLimit=8
0,'나'를 찾아 떠나는 여행 「MBTI 트레킹」 (6회 과정) ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4008&pager.offset=536&pagerLimit=8
1,[가평군]청년 1인가구 월세 지원사업 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4007&pager.offset=536&pagerLimit=8
2,이천시 중소기업 청년노동자 근속장려금 지원사업 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4006&pager.offset=536&pagerLimit=8
3,[경기청년공간 내일스퀘어 양평] 3월 원데이 클래스 안내 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4005&pager.offset=536&pagerLimit=8
4,"2024 여스케 프로그램, 여주시 청년 스트레스 케어 3월 (1회차) 모집 ",https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4004&pager.offset=536&pagerLimit=8
5,의왕청년발전소 포일센터 3월 테마특강-원데이 커피클래스 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4002&pager.offset=536&pagerLimit=8
6,2024년 남양주시 온라인 입사지원서 및 면접 컨설팅 이용 안내 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4001&pager.offset=536&pagerLimit=8
7,마음이 쉬어가는 청년상담소 [마음스테이] 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=4000&pager.offset=536&pagerLimit=8
0,제1차 동네친구 만들기 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3999&pager.offset=544&pagerLimit=8
1,고리울청소년센터‘꾸마’ 청소년 사업 보조(청년) 활동가 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3998&pager.offset=544&pagerLimit=8
2,2024년 상반기 청년 학자금 대출 연체자 신용회복 지원사업 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3997&pager.offset=544&pagerLimit=8
3,2024 수원-뚜르 청년 대사 교류 프로그램 참가자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3996&pager.offset=544&pagerLimit=8
4,2024년 청년역량강화지원사업 청년상사 사원모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3995&pager.offset=544&pagerLimit=8
5,포천시 청년센터 3월 프로그램 접수 안내 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3994&pager.offset=544&pagerLimit=8
6,2024 청년이 뛴다! 창업아카데미 (Boot Camp) 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3993&pager.offset=544&pagerLimit=8
7,2024년 미래산업 인재양성 「양주 클라우드 캠프」 교육생 모집 _ 클라우드 운영 전문가 과정 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3992&pager.offset=544&pagerLimit=8
0,2024년 「Level-up 창업컨설팅」 3월 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3991&pager.offset=552&pagerLimit=8
1,"[화성시가족센터] 청년 1인가구 지구사랑, 다 함께 애쓰지(ESG) ",https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3990&pager.offset=552&pagerLimit=8
2,2024년 「용인특례시 2030 청년봉사단」 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3989&pager.offset=552&pagerLimit=8
3,용인 청년 LAB 2024년 3월 프로그램 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3988&pager.offset=552&pagerLimit=8
4,2024 제5대 하남시청소년의회(하남청소년교육의회) 청년보좌관 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3987&pager.offset=552&pagerLimit=8
5,2024년 하남청소년수련관 e스포츠단 Rock&LOL 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3986&pager.offset=552&pagerLimit=8
6,2024년 청소년 메이커 동아리 '메이킹덤' 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3985&pager.offset=552&pagerLimit=8
7,청년기자단 이음 3기 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3984&pager.offset=552&pagerLimit=8
0,YES청소년동아리 상반기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3983&pager.offset=560&pagerLimit=8
1,[성남여성인력개발센터] 글로벌 게임 QA&GM 전문인력 양성과정 교육생모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3982&pager.offset=560&pagerLimit=8
2,청년 생각펼침 공모사업 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3981&pager.offset=560&pagerLimit=8
3,2024년 상반기 지역사회서비스투자사업 이용자 모집 안내(청년마음건강지원사업) ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3980&pager.offset=560&pagerLimit=8
4,제1기 청년굿잡플러스 프로그램 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3979&pager.offset=560&pagerLimit=8
5,용인형일자리사업(일자리발굴단 및 특성화고 직업상담사) 기간제 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3978&pager.offset=560&pagerLimit=8
6,청년 사진 Dream 사업(증명사진 촬영 지원) ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3977&pager.offset=560&pagerLimit=8
7,의정부고용센터와 함께 하는 1:1 청년 취업 상담 3월 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3976&pager.offset=560&pagerLimit=8
0,상반기 청년일자리 공공인턴사업 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3975&pager.offset=568&pagerLimit=8
1,청년동아리 문화조성지원사업 (스케일업 플러스 1기) 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3974&pager.offset=568&pagerLimit=8
2,디지털 디자인 포트폴리오 과정 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3973&pager.offset=568&pagerLimit=8
3,2024년 경기도기술학교 스마트기계&3D프린팅과정 무료 기술 교육생 추가모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3972&pager.offset=568&pagerLimit=8
4,SNS 마케팅 기획 프로젝트 과정 교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3971&pager.offset=568&pagerLimit=8
5,"2024년 경기도기술학교 상반기 단기과정(직무역량 향상, 자격증) 무료 기술 교육생 모집 ",https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3970&pager.offset=568&pagerLimit=8
6,전기자동차 정비인력 양성과정 교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3969&pager.offset=568&pagerLimit=8
7,전기자동차 충전설비 운영인력 양성과정 교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3968&pager.offset=568&pagerLimit=8
0,2024 용인관광 서포터즈 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3967&pager.offset=576&pagerLimit=8
1,2024 축제기획 및 홍보 서포터즈 드림플래너 추가 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3966&pager.offset=576&pagerLimit=8
2,2024년 화성시 청년정책발굴단 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3965&pager.offset=576&pagerLimit=8
3,"2024년 4·16재단 청년 기자단(블로거, 영상) 4기 모집 ",https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3963&pager.offset=576&pagerLimit=8
4,【3월 청년금토일】 와이드 미를 통한 진로탐색 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3962&pager.offset=576&pagerLimit=8
5,2024년 한미 첨단분야 청년교류 지원사업 장학생 선발공고 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3961&pager.offset=576&pagerLimit=8
6,2024년 청년도약 지원사업 모집공고 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3960&pager.offset=576&pagerLimit=8
7,[성남여성인력개발센터] AI융합 SW교육전문가 교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3959&pager.offset=576&pagerLimit=8
0,초록우산 경기지역본부 자립활동가 '청자기' 4기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3958&pager.offset=584&pagerLimit=8
1,2024년 미디어 콘텐츠 크리에이트 콘크리트 1기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3957&pager.offset=584&pagerLimit=8
2,청소년·청년 안전문화활동 지원사업 4.16의 봄 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3956&pager.offset=584&pagerLimit=8
3,한국문화재재단 2024년 청년 문화유산기자단 제13기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3955&pager.offset=584&pagerLimit=8
4,2024년도 청년공감 에디터 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3954&pager.offset=584&pagerLimit=8
5,하남시종합사회복지관 2024 니캉내캉 크리에이터 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3953&pager.offset=584&pagerLimit=8
6,국제청년센터 서포터즈 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3951&pager.offset=584&pagerLimit=8
7,청년챔프단 16기 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3950&pager.offset=584&pagerLimit=8
0,KF 2024 제6기 유라시아 청년 아카데미 교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3949&pager.offset=592&pagerLimit=8
1,성남시 여성비전센터 - 창업지원실 입주기업 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3948&pager.offset=592&pagerLimit=8
2,제3기 투데이신문 청년플러스 서포터즈 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3947&pager.offset=592&pagerLimit=8
3,AI 모의면접 체험관 운영 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3946&pager.offset=592&pagerLimit=8
4,청년 문화·활동 공간 대여 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3945&pager.offset=592&pagerLimit=8
5,입영지원금 신청 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3944&pager.offset=592&pagerLimit=8
6,2024년 면접정장 대여서비스 「취업 꿈날개 옷장」 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3943&pager.offset=592&pagerLimit=8
7,2024년 면접 사진 촬영 서비스 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3942&pager.offset=592&pagerLimit=8
0,[성남여성인력개발센터] 미래진로 직업 큐레이터 양성과정(8기) ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3941&pager.offset=600&pagerLimit=8
1,안랩샘아카데미 18기 교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3940&pager.offset=600&pagerLimit=8
2,하남시 제2기 청년명예시장 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3939&pager.offset=600&pagerLimit=8
3,2024년 처음 시작하는 일러스트 과정 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3938&pager.offset=600&pagerLimit=8
4,2024년 커리어 부트캠프 직무전문가 (온라인) 멘토모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3937&pager.offset=600&pagerLimit=8
5,중소기업 취업청년 전월세보증금 대출 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3936&pager.offset=600&pagerLimit=8
6, 청년 국가기술자격시험 응시료 지원사업 안내 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3935&pager.offset=600&pagerLimit=8
7,업무자동화개발자 과정 교육생 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3934&pager.offset=600&pagerLimit=8
0,HTML&CSS활용과정 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3933&pager.offset=608&pagerLimit=8
1,영상편집(모션그래픽)제작자 과정 참여자 모집 ,https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=3932&pager.offset=608&pagerLimit=8
