"시점","행정구역(시군구)별","성별",계,0세,1세,2세,3세,4세,5세,6세,7세,8세,9세,10세,11세,12세,13세,14세,15세,16세,17세,18세,19세,20세,21세,22세,23세,24세,25세,26세,27세,28세,29세,30세,31세,32세,33세,34세,35세,36세,37세,38세,39세,40세,41세,42세,43세,44세,45세,46세,47세,48세,49세,50세,51세,52세,53세,54세,55세,56세,57세,58세,59세,60세,61세,62세,63세,64세,65세,66세,67세,68세,69세,70세,71세,72세,73세,74세,75세,76세,77세,78세,79세,80세 이상,80세,81세,82세,83세,84세,85세 이상,85세,86세,87세,88세,89세,90세,91세,92세,93세,94세,95세,96세,97세,98세,99세,100세 이상
"2023","전라북도","여자",882965.5,3367.5,3671.5,3919,4317,4751,5311.5,5920.5,6630,7014.5,7104,7610.5,8093.5,8158,7906.5,7827,8295.5,8224.5,7753.5,8014,8230.5,8280,8753,9601.5,9255,8823,8786.5,8854,8860,8861,8733,8656,8595.5,8037,7638.5,7671,7787.5,8037,8535.5,9024,9740,10922.5,11636,11857,11933,11375,11622,12067.5,12058,13264.5,14380.5,14286,14531,14794,14559.5,14925,14837,13983,13958,13941,13396.5,13955,15355,16723,16409,14418,13608.5,13143,13128,12942,10894,10228,10044,10018,10409.5,9767,9954.5,9372.5,7677.5,7267,7550,81126,9613,10004,7766.5,7308.5,7141,39293,6411.5,5844.5,5384.5,4707,3899,3153.5,2535,1969,1508,1210,912.5,607.5,361.5,216.5,177.5,395.5
"2023","전라남도","계",1806802,7687.5,8242,8919,9786,10508,11191.5,12313.5,13745.5,14288.5,14585,15764,16626.5,16413,15777.5,15607,16405.5,16297,15310,15778,16173,16427,17436,18939,18993.5,18187.5,18243.5,18432.5,18639,18469.5,17967,17799.5,17505.5,16383.5,15576.5,15510,15695.5,16333,17318,18283,19996.5,22604,23769.5,23969,24452,23310,23110.5,23943,24082.5,25910,28061.5,28983.5,30256.5,31168,30819.5,31788,31965,31178.5,31549.5,31105,30785.5,31542,32906.5,35282,35111,31970.5,30065,27835,26739.5,25750,21749,21403,21753.5,20430.5,20546.5,20066,20401.5,18741.5,15774,15064.5,14925.5,142380.5,17907.5,18703,15663,14350.5,13170.5,62586,11582.5,9996.5,8585,7382,5841,4662,3771,3028,2407.5,1656.5,1149,792,514,365,295.5,558.5
"2023","전라남도","남자",909893,3905,4180,4545.5,4984,5332.5,5765.5,6352,7052,7310.5,7431,8003.5,8412,8439.5,8158.5,8031,8436,8368.5,7850.5,8179,8606,8977,9725,10551,10750,10325,10195.5,10354.5,10524.5,10344.5,9985,9668,9387.5,8762,8202,8114.5,8134,8447.5,9012.5,9519.5,10437,11918.5,12651.5,12674.5,12788,12318,12229.5,12727.5,12915,13880.5,15053.5,15553.5,16412.5,16873,16544,17116.5,17173,16992,17193,16525.5,16337,16806,17145,18039,17913,16387.5,15437,14191,13499,12846.5,10685.5,10357.5,10538,9806.5,9767.5,9467,9359,8388,6753,6153.5,5872.5,43845.5,6752,6860.5,5489,4810,4222,15712,3479,2846,2315,1894.5,1401,1059.5,812,568,448,327,200.5,125,76,56,44.5,60
"2023","전라남도","여자",896909,3782.5,4062,4373.5,4802,5175.5,5426,5961.5,6693.5,6978,7154,7760.5,8214.5,7973.5,7619,7576,7969.5,7928.5,7459.5,7599,7567,7450,7711,8388,8243.5,7862.5,8048,8078,8114.5,8125,7982,8131.5,8118,7621.5,7374.5,7395.5,7561.5,7885.5,8305.5,8763.5,9559.5,10685.5,11118,11294.5,11664,10992,10881,11215.5,11167.5,12029.5,13008,13430,13844,14295,14275.5,14671.5,14792,14186.5,14356.5,14579.5,14448.5,14736,15761.5,17243,17198,15583,14628,13644,13240.5,12903.5,11063.5,11045.5,11215.5,10624,10779,10599,11042.5,10353.5,9021,8911,9053,98535,11155.5,11842.5,10174,9540.5,8948.5,46874,8103.5,7150.5,6270,5487.5,4440,3602.5,2959,2460,1959.5,1329.5,948.5,667,438,309,251,498.5
"2023","경상북도","계",2558213.5,10494,11586,12266.5,13389,14784,16190,17975,20030,20683,20772,22043.5,22718,21991,21341.5,21384,22394.5,22278,21040.5,21408.5,21769,22303,23804,26420,26272,25179.5,25154.5,25612,26133.5,26474.5,26243.5,26514,26594.5,25373,24588,24536.5,24995.5,25741,26566,27360.5,29807.5,33914.5,36336,36741.5,36456.5,34068,33505.5,34706.5,35689,38508,40922.5,41991.5,43140.5,44183.5,44860,46590,46018,43796,44141,44614.5,43563.5,45789,50136,51152.5,50414,46464.5,43393,42577,40937.5,38184.5,34426,34165.5,31193.5,26859,27015.5,27395.5,26171,21285,16763,17652,20033.5,170248.5,22657.5,21503,17738.5,17144.5,15851.5,75353.5,13537,12082.5,10864,9270,7256,5806,4520,3320,2546.5,1954.5,1457,942.5,602.5,386.5,283.5,525
"2023","경상북도","남자",1290582,5397.5,5898.5,6306.5,6877.5,7630,8343.5,9200,10258.5,10644.5,10754.5,11452.5,11788,11377.5,11086,11180.5,11659.5,11711,11109.5,11337.5,11644,12290,13282.5,14843,15193,14666.5,14449,14672,15095,15210,15007,14884,14675.5,13959,13538.5,13440,13425,13617.5,14116,14383,15492,17551,18797,19184,19008.5,17917.5,17494,17955.5,18473.5,19922,21106,21803,22710.5,23090.5,23300.5,24083.5,23431.5,22751.5,22982.5,22801.5,22492,23653,25748,25879,25130.5,23271,22100.5,21545,20152.5,18704.5,16842.5,16299,14796,12780,12881.5,13011.5,12235,9806,7437.5,7267.5,7864,54426,8709,8080.5,6396.5,5910,5229.5,20100.5,4281,3666,3133.5,2531.5,1857,1406.5,1030.5,687.5,491,357,270,148,82,60,47,52
"2023","경상북도","여자",1267631.5,5096.5,5687.5,5960,6511.5,7154,7846.5,8775,9771.5,10038.5,10017.5,10591,10930,10613.5,10255.5,10203.5,10735,10567,9931,10071,10125,10013,10521.5,11577,11079,10513,10705.5,10940,11038.5,11264.5,11236.5,11630,11919,11414,11049.5,11096.5,11570.5,12123.5,12450,12977.5,14315.5,16363.5,17539,17557.5,17448,16150.5,16011.5,16751,17215.5,18586,19816.5,20188.5,20430,21093,21559.5,22506.5,22586.5,21044.5,21158.5,21813,21071.5,22136,24388,25273.5,25283.5,23193.5,21292.5,21032,20785,19480,17583.5,17866.5,16397.5,14079,14134,14384,13936,11479,9325.5,10384.5,12169.5,115822.5,13948.5,13422.5,11342,11234.5,10622,55253,9256,8416.5,7730.5,6738.5,5399,4399.5,3489.5,2632.5,2055.5,1597.5,1187,794.5,520.5,326.5,236.5,473
"2023","경상남도","계",3255461,13254,14857.5,16177,18106.5,20383.5,22719.5,25812,28899.5,30335.5,30357,32053.5,33466,32917,31740.5,31583.5,33239,32186.5,29645.5,30258,30145,29972,31397,33851,33882,32672.5,32661,33605.5,34085,34433,34776.5,35146.5,35308.5,33841.5,32833,33061.5,33405,34357,36262.5,38369,42307,47893,51577,53004,52957.5,49508.5,47857,48478.5,49342.5,52728.5,56542.5,57577.5,58688,60348,60841.5,61300,59552.5,56387.5,55511.5,54594,51751,55241.5,61093.5,62693,59298.5,53565.5,51384,48778,46976.5,43887,36982.5,35724,33461,28830,28555,28579.5,27388,23606.5,19048,18780,19853.5,160931.5,20888.5,20550,17893,16297,14654,70649,12796.5,11423,10009,8544.5,6852.5,5430.5,4324,3221.5,2484,1838,1298,851,569,360.5,242,405
"2023","경상남도","남자",1638272.5,6743.5,7596,8359,9285,10457.5,11752.5,13324,14832.5,15631,15650.5,16480.5,17186.5,16954.5,16459,16312,17144,16708,15444,15887.5,16230,16690.5,17782,19076.5,19125,18478.5,18385.5,18894.5,19168,19155.5,19161.5,19154,18981,18279,17646.5,17500,17368,17809.5,18950.5,19791.5,21709.5,24541.5,26426,27277.5,27234.5,25616.5,24612.5,24842.5,25245,26974,28874,29572,30382.5,30984,31082.5,31058.5,29843.5,28879,28630.5,27569,26530,28341,30765.5,31167,29600.5,27005.5,25905,24277.5,22934.5,21548,18169.5,17208,16051.5,13685,13437,13355.5,12548.5,10615.5,8424,7901,7924,49688.5,7936.5,7532,6295.5,5437,4679.5,17808,3930.5,3332,2761,2201,1653.5,1201,854,574,445,322,199,126,75.5,51,34.5,48
"2023","경상남도","여자",1617188.5,6510.5,7261.5,7818,8821.5,9926,10967,12488,14067,14704.5,14706.5,15573,16279.5,15962.5,15281.5,15271.5,16095,15478.5,14201.5,14370.5,13915,13281.5,13615,14774.5,14757,14194,14275.5,14711,14917,15277.5,15615,15992.5,16327.5,15562.5,15186.5,15561.5,16037,16547.5,17312,18577.5,20597.5,23351.5,25151,25726.5,25723,23892,23244.5,23636,24097.5,25754.5,27668.5,28005.5,28305.5,29364,29759,30241.5,29709,27508.5,26881,27025,25221,26900.5,30328,31526,29698,26560,25479,24500.5,24042,22339,18813,18516,17409.5,15145,15118,15224,14839.5,12991,10624,10879,11929.5,111243,12952,13018,11597.5,10860,9974.5,52841,8866,8091,7248,6343.5,5199,4229.5,3470,2647.5,2039,1516,1099,725,493.5,309.5,207.5,357
"2023","제주특별자치도","계",673099,3353.5,3735,4020.5,4498.5,5017,5480.5,6135.5,6775,7029,7034.5,7421.5,7669.5,7391.5,7122,6961.5,7195.5,7064,6606,6579,6599.5,6638.5,6930,7603.5,7659,7295.5,7462,7751,7957,8141.5,8247.5,8319,8175.5,7629.5,7144,7059.5,7196.5,7418.5,7885.5,8437,9240.5,10556,11295.5,11279,11370,10472.5,10054.5,10425.5,10463,11270.5,11953,12275.5,12820,12755,12240.5,12079.5,11601,11098.5,10843.5,10516.5,10631.5,10621.5,10543,10632,10256.5,9464,8916.5,8437,8213.5,7514,6074,5658.5,5375,4879.5,4858,4999,5090,4697,4076.5,3781,3708.5,31423,3711,3676.5,3271,3011.5,2818.5,14934.5,2517,2183,1925.5,1750,1580.5,1281.5,923.5,711,596,426.5,276,184,123.5,82.5,117.5,256.5
"2023","제주특별자치도","남자",336907.5,1710,1917.5,2087,2310.5,2552.5,2814,3171.5,3506,3612.5,3568.5,3777.5,3939,3822.5,3686,3578,3692.5,3656.5,3477,3487.5,3471,3619,3838.5,4052.5,4052,3924.5,3938.5,4044.5,4164.5,4286.5,4307,4340.5,4215,3907.5,3647,3520.5,3566.5,3727.5,3956,4190,4581.5,5225.5,5661.5,5686,5664.5,5263,5127.5,5390,5461.5,5874,6196,6278,6598.5,6596.5,6361,6249,5980,5822,5697,5458,5485,5462,5322,5335,5144,4733.5,4481,4178,4017.5,3680.5,2915.5,2685,2575.5,2287,2232,2334,2360.5,2118,1830.5,1667,1567.5,10190,1514.5,1465.5,1255,1102,984.5,3868.5,842,692.5,577.5,499,401,285,196,135,96.5,60,29,19.5,10,6,7.5,12
"2023","제주특별자치도","여자",336191.5,1643.5,1817.5,1933.5,2188,2464.5,2666.5,2964,3269,3416.5,3466,3644,3730.5,3569,3436,3383.5,3503,3407.5,3129,3091.5,3128.5,3019.5,3091.5,3551,3607,3371,3523.5,3706.5,3792.5,3855,3940.5,3978.5,3960.5,3722,3497,3539,3630,3691,3929.5,4247,4659,5330.5,5634,5593,5705.5,5209.5,4927,5035.5,5001.5,5396.5,5757,5997.5,6221.5,6158.5,5879.5,5830.5,5621,5276.5,5146.5,5058.5,5146.5,5159.5,5221,5297,5112.5,4730.5,4435.5,4259,4196,3833.5,3158.5,2973.5,2799.5,2592.5,2626,2665,2729.5,2579,2246,2114,2141,21233,2196.5,2211,2016,1909.5,1834,11066,1675,1490.5,1348,1251,1179.5,996.5,727.5,576,499.5,366.5,247,164.5,113.5,76.5,110,244.5
